"query","slug","volume","difficulty","intent","cluster","pillar_slug","notes","status"
"paid social caption review checklist for client services teams","paid-social-caption-review-checklist-for-client-services-teams","200","10","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"stakeholder approval language checklist for client services teams","stakeholder-approval-language-checklist-for-client-services-teams","195","11","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"subtitle version control checklist for client services teams","subtitle-version-control-checklist-for-client-services-teams","190","12","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"caption production checklists checklist for client services teams","caption-production-checklists-checklist-for-client-services-teams","185","13","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"caption style governance checklist for client services teams","caption-style-governance-checklist-for-client-services-teams","180","14","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"team ownership for captions checklist for client services teams","team-ownership-for-captions-checklist-for-client-services-teams","175","15","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"review notes for subtitles checklist for client services teams","review-notes-for-subtitles-checklist-for-client-services-teams","170","16","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"handoff between producers and editors checklist for client services teams","handoff-between-producers-and-editors-checklist-for-client-services-teams","165","17","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for caption approvals in agency ops","repeatable-process-for-caption-approvals-in-agency-ops","160","18","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for subtitle handoffs in agency ops","repeatable-process-for-subtitle-handoffs-in-agency-ops","155","19","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for client feedback in agency ops","repeatable-process-for-client-feedback-in-agency-ops","150","20","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for caption qa in agency ops","repeatable-process-for-caption-qa-in-agency-ops","145","21","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for caption presets in agency ops","repeatable-process-for-caption-presets-in-agency-ops","140","22","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for brand consistency in agency ops","repeatable-process-for-brand-consistency-in-agency-ops","135","23","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for revision rounds in agency ops","repeatable-process-for-revision-rounds-in-agency-ops","130","24","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for caption exports in agency ops","repeatable-process-for-caption-exports-in-agency-ops","125","25","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for freelance onboarding in agency ops","repeatable-process-for-freelance-onboarding-in-agency-ops","120","8","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for subtitle naming conventions in agency ops","repeatable-process-for-subtitle-naming-conventions-in-agency-ops","115","9","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for client portal reviews in agency ops","repeatable-process-for-client-portal-reviews-in-agency-ops","110","10","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for campaign wide caption systems in agency ops","repeatable-process-for-campaign-wide-caption-systems-in-agency-ops","105","11","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for cross functional social reviews in agency ops","repeatable-process-for-cross-functional-social-reviews-in-agency-ops","100","12","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for caption sop creation in agency ops","repeatable-process-for-caption-sop-creation-in-agency-ops","95","13","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for multi client caption delivery in agency ops","repeatable-process-for-multi-client-caption-delivery-in-agency-ops","90","14","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for franchise brand subtitles in agency ops","repeatable-process-for-franchise-brand-subtitles-in-agency-ops","85","15","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for ecommerce agency captions in agency ops","repeatable-process-for-ecommerce-agency-captions-in-agency-ops","80","16","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
"repeatable process for paid social caption review in agency ops","repeatable-process-for-paid-social-caption-review-in-agency-ops","75","17","informational","agency-ops","brand-consistent-caption-styles","Auto-seeded expansion topic for agency-ops.","review"
